Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels,Unnamed: 24_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
168,Marc Domenech,es ESP,"FW,MF",Mallorca,19-131,2006,2.3,0,0,0,4,0,0,4,0,3,0,0,0,6,7,5,58.3,Matches
169,Carlos Dominguez,es ESP,DF,Celta Vigo,24-090,2001,11.0,1,0,0,7,8,0,0,9,11,0,0,1,37,27,12,69.2,Matches
170,Israel Domínguez,es ESP,FW,Sevilla,22-005,2003,0.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.0,Matches
171,Sergi Dominguez,es ESP,DF,Barcelona,20-041,2005,1.9,1,0,0,2,0,0,0,3,1,0,1,0,8,1,3,25.0,Matches
172,Anastasios Douvikas,gr GRE,FW,Celta Vigo,25-283,1999,7.8,2,0,0,10,27,9,1,3,4,0,0,0,15,14,23,37.8,Matches
173,Domingos Duarte,pt POR,DF,Getafe,30-063,1995,18.0,4,1,1,22,13,0,0,13,11,0,2,0,53,24,16,60.0,Matches
174,Duk,cv CPV,"MF,FW",Leganés,25-085,2000,1.6,1,0,0,5,12,0,8,0,3,0,0,0,9,1,4,20.0,Matches
175,Pablo Durán,es ESP,"FW,MF",Celta Vigo,23-352,2001,14.1,3,0,0,31,16,5,18,8,9,0,0,0,43,11,27,28.9,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
176,Hugo Duro,es ESP,FW,Valencia,25-183,1999,22.8,3,0,0,35,49,7,7,10,7,2,1,1,43,57,101,36.1,Matches
177,Chidera Ejuke,ng NGA,FW,Sevilla,27-130,1998,10.7,0,0,0,6,16,4,22,5,13,0,0,0,63,4,9,30.8,Matches
178,Aritz Elustondo,es ESP,DF,Real Sociedad,31-045,1994,14.2,2,1,0,22,18,0,3,9,10,0,0,0,50,28,24,53.8,Matches
179,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,33-005,1992,17.2,4,0,0,24,21,13,112,13,18,0,0,0,64,13,31,29.5,Matches
180,Endrick,br BRA,FW,Real Madrid,18-295,2006,2.5,1,0,0,9,8,2,0,3,1,1,0,0,4,5,4,55.6,Matches
181,Alfonso Espino,uy URU,DF,Rayo Vallecano,33-127,1992,8.3,4,0,0,16,12,0,21,11,20,0,1,0,47,13,10,56.5,Matches
182,Dario Essugo,pt POR,MF,Las Palmas,20-059,2005,19.5,11,2,2,33,30,0,1,42,44,0,0,0,105,28,31,47.5,Matches
183,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,22-267,2002,0.4,0,0,0,0,0,1,0,0,0,0,0,0,0,6,2,75.0,Matches
184,Karl Etta,cm CMR,"FW,MF",Villarreal,21-210,2003,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,100.0,Matches
185,Edu Expósito,es ESP,MF,Espanyol,28-284,1996,8.0,2,0,0,13,16,1,46,10,9,0,0,0,40,6,10,37.5,Matches
186,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,23-146,2001,19.6,2,0,0,21,36,3,43,6,25,1,0,0,90,22,33,40.0,Matches
187,Ansu Fati,es ESP,FW,Barcelona,22-193,2002,2.6,1,0,0,2,2,2,0,1,1,0,0,0,7,2,7,22.2,Matches
188,Nabil Fekir,fr FRA,MF,Betis,31-298,1993,2.0,0,0,0,3,7,0,10,0,2,0,0,0,3,0,2,0.0,Matches
189,Kiko Femenía,es ESP,DF,Villarreal,34-099,1991,24.7,7,0,0,21,13,1,47,40,34,0,0,0,102,5,12,29.4,Matches
190,Aitor Fernández,es ESP,GK,Osasuna,34-009,1991,1.0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,Matches
191,Álvaro Fernández,es ESP,GK,Sevilla,27-029,1998,7.3,2,0,0,0,2,0,0,0,0,0,0,0,7,1,0,100.0,Matches
192,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,22-013,2003,1.1,1,0,0,2,0,0,0,2,0,0,0,0,4,3,3,50.0,Matches
193,Roberto Férnandez,es ESP,FW,Espanyol,22-313,2002,13.1,1,0,0,26,23,8,2,3,4,1,0,0,27,27,39,40.9,Matches
194,Valery Fernández,es ESP,"MF,FW",Mallorca,25-170,1999,3.3,1,0,0,3,1,1,3,0,7,0,0,0,19,1,4,20.0,Matches
195,André Ferreira,pt POR,GK,Valladolid,28-348,1996,6.0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0.0,Matches
196,Mateo Flores,es ESP,MF,Betis,21-035,2004,1.7,1,0,0,4,1,0,1,2,1,0,0,0,12,0,2,0.0,Matches
197,Pablo Fornals,es ESP,"MF,FW",Betis,29-079,1996,17.1,2,0,0,10,12,2,47,20,10,0,0,0,91,18,17,51.4,Matches
198,Héctor Fort,es ESP,DF,Barcelona,18-283,2006,6.0,2,0,0,5,1,0,11,6,8,0,0,0,29,3,6,33.3,Matches
199,Dimitri Foulquier,fr FRA,DF,Valencia,32-050,1993,25.5,6,0,0,24,31,1,57,16,31,0,0,0,97,13,20,39.4,Matches
200,Juan Foyth,ar ARG,DF,Villarreal,27-120,1998,14.9,4,0,0,14,3,0,4,17,15,0,0,0,50,38,26,59.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
201,Fran,es ESP,GK,Real Madrid,19-322,2005,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
202,Alejandro Francés,es ESP,DF,Girona,22-284,2002,10.8,2,0,0,17,14,1,23,15,22,0,0,0,29,4,11,26.7,Matches
203,Enric Franquesa,es ESP,"DF,FW",Leganés,28-075,1997,6.8,1,0,0,8,6,0,16,5,9,0,0,0,29,5,5,50.0,Matches
204,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,28-081,1997,25.0,3,1,0,35,27,4,69,17,21,0,0,0,106,13,19,40.6,Matches
205,Darío Fuentes,es ESP,DF,Sevilla,22-120,2003,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
206,Manuel Fuster,es ESP,"FW,MF",Las Palmas,27-202,1997,8.9,2,0,0,12,27,1,58,4,8,0,0,0,48,3,11,21.4,Matches
207,Javi Galán,es ESP,DF,Atlético Madrid,30-174,1994,18.3,8,0,0,35,33,4,51,11,30,0,1,0,65,25,24,51.0,Matches
208,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,31-279,1993,13.9,5,0,0,34,15,0,26,12,21,0,0,0,109,6,9,40.0,Matches
209,Conor Gallagher,eng ENG,MF,Atlético Madrid,25-095,2000,17.4,2,0,0,28,38,1,13,19,30,1,0,0,104,9,20,31.0,Matches
210,Facundo Garcés,ar ARG,DF,Alavés,25-249,1999,3.5,0,0,0,1,2,0,0,2,0,0,1,0,3,8,4,66.7,Matches
211,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,32-197,1992,26.1,4,0,0,16,18,13,101,30,22,1,1,0,85,6,16,27.3,Matches
212,Eric García,es ESP,"MF,DF",Barcelona,24-123,2001,13.7,3,0,0,17,5,0,3,10,16,0,0,0,47,26,20,56.5,Matches
213,Fran Garcia,es ESP,DF,Real Madrid,25-271,1999,20.3,0,0,0,11,16,3,46,23,26,0,0,0,93,15,19,44.1,Matches
214,Joan García,es ESP,GK,Espanyol,24-008,2001,34.0,2,0,0,0,6,0,0,0,0,0,0,0,33,21,1,95.5,Matches
215,Pablo Garcia,es ESP,FW,Betis,18-270,2006,0.3,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,,Matches
216,Rubén García,es ESP,"FW,MF",Osasuna,31-302,1993,24.5,2,0,0,34,30,10,120,14,29,1,0,0,111,26,37,41.3,Matches
217,Unai García,es ESP,DF,Osasuna,33-098,1992,0.7,0,0,0,3,3,0,0,0,0,0,0,0,2,1,3,25.0,Matches
218,Yarek Gasiorowski,es ESP,DF,Valencia,20-120,2005,10.5,1,0,0,5,2,0,3,26,16,0,0,0,40,24,13,64.9,Matches
219,Gavi,es ESP,"MF,FW",Barcelona,20-280,2004,9.9,4,0,0,32,19,1,9,10,15,0,0,0,50,19,24,44.2,Matches
220,Paulo Gazzaniga,ar ARG,GK,Girona,33-130,1992,34.5,4,0,0,1,3,0,0,0,1,0,0,0,47,1,2,33.3,Matches
221,Bryan Gil,es ESP,"FW,MF",Girona,24-090,2001,19.1,4,0,0,22,40,4,78,10,20,0,0,0,78,0,5,0.0,Matches
222,Dani Gómez,es ESP,FW,Valencia,26-286,1998,5.9,0,0,0,7,8,10,0,2,2,0,0,0,14,7,24,22.6,Matches
223,Moi Gómez,es ESP,"MF,FW",Osasuna,30-323,1994,8.8,1,0,0,12,6,1,28,5,9,0,0,1,66,7,12,36.8,Matches
224,Sergi Gómez,es ESP,DF,Espanyol,33-045,1992,7.2,1,0,0,6,1,0,1,7,5,0,0,0,15,11,20,35.5,Matches
225,Sergio Gómez,es ESP,"MF,DF",Real Sociedad,24-250,2000,28.6,4,0,0,29,14,9,215,18,39,0,1,0,138,18,20,47.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
226,Unai Gómez,es ESP,"MF,FW",Athletic Club,21-352,2003,12.3,1,0,0,10,17,0,20,2,6,0,0,0,35,26,27,49.1,Matches
227,Fabio González,es ESP,MF,Las Palmas,28-089,1997,0.6,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,100.0,Matches
228,Peter González,do DOM,"MF,FW",Getafe,22-291,2002,5.2,1,0,0,9,10,2,13,2,6,0,0,0,20,10,13,43.5,Matches
229,Urko González,es ESP,MF,Espanyol,24-053,2001,11.5,1,0,0,13,9,1,1,7,20,0,1,0,56,14,12,53.8,Matches
230,Urko González,es ESP,MF,Real Sociedad,24-053,2001,0.5,1,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0.0,Matches
231,Andoni Gorosabel,es ESP,DF,Athletic Club,28-281,1996,15.6,5,0,0,24,4,1,39,17,25,0,0,0,55,18,26,40.9,Matches
232,José Gragera,es ESP,MF,Espanyol,24-163,2000,6.3,0,0,0,18,8,0,0,5,16,0,0,0,18,11,5,68.8,Matches
233,Dominik Greif,sk SVK,GK,Mallorca,28-036,1997,29.0,1,0,0,0,3,0,0,0,0,0,0,0,38,7,2,77.8,Matches
234,Antoine Griezmann,fr FRA,"FW,MF",Atlético Madrid,34-052,1991,26.2,2,0,0,11,24,14,135,6,17,0,0,0,85,21,22,48.8,Matches
235,Florian Grillitsch,at AUT,MF,Valladolid,29-278,1995,5.7,1,0,0,5,10,0,5,4,6,0,0,0,35,5,2,71.4,Matches
236,Vicente Guaita,es ESP,GK,Celta Vigo,38-122,1987,31.0,0,0,0,0,5,0,0,0,0,0,0,0,68,10,0,100.0,Matches
237,Sergi Guardiola,es ESP,FW,Rayo Vallecano,33-348,1991,4.0,1,0,0,9,7,2,4,1,3,0,0,0,7,6,11,35.3,Matches
238,Nemanja Gudelj,rs SRB,"DF,MF",Sevilla,33-177,1991,25.3,5,0,0,23,14,0,31,25,21,0,0,0,68,43,25,63.2,Matches
239,Javier Guerra,es ESP,MF,Valencia,22-131,2003,26.9,5,0,0,33,27,1,45,19,24,0,0,0,152,16,18,47.1,Matches
240,Ander Guevara,es ESP,MF,Alavés,27-309,1997,18.6,2,0,0,28,15,0,3,11,26,0,0,0,102,25,36,41.0,Matches
241,Pape Gueye,sn SEN,MF,Villarreal,26-108,1999,22.5,6,2,1,30,59,4,19,24,26,0,1,0,115,29,22,56.9,Matches
242,Hugo Guillamón,es ESP,MF,Valencia,25-101,2000,4.0,2,0,0,6,4,1,1,5,8,0,0,0,21,5,4,55.6,Matches
243,Carlos Guirao,es ESP,MF,Betis,22-015,2003,1.2,0,0,0,4,0,0,0,3,3,0,0,0,6,2,1,66.7,Matches
244,Arda Güler,tr TUR,"MF,FW",Real Madrid,20-076,2005,10.5,1,0,0,13,28,4,36,5,11,1,0,0,39,6,8,42.9,Matches
245,Gerard Gumbau,es ESP,MF,Rayo Vallecano,30-145,1994,8.7,4,0,0,20,11,2,38,5,12,0,0,0,25,16,21,43.2,Matches
246,Jon Guridi,es ESP,"MF,FW",Alavés,30-073,1995,20.0,6,0,0,32,13,5,16,12,17,0,1,0,81,42,53,44.2,Matches
247,Gorka Guruzeta,es ESP,FW,Athletic Club,28-242,1996,18.1,2,0,0,35,20,5,3,8,8,0,0,0,52,36,65,35.6,Matches
248,Miguel Gutiérrez,es ESP,"DF,MF",Girona,23-289,2001,27.3,4,0,0,29,34,6,153,16,24,0,1,0,144,4,16,20.0,Matches
249,Munir El Haddadi,ma MAR,"FW,MF",Leganés,29-253,1995,7.4,1,1,0,14,29,6,11,1,8,0,0,0,30,9,19,32.1,Matches
250,Sébastien Haller,ci CIV,FW,Leganés,30-324,1994,4.5,0,0,0,4,5,7,0,0,0,0,0,0,10,26,17,60.5,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
251,Henrique,br BRA,DF,Valladolid,31-017,1994,2.2,0,0,0,3,7,0,2,2,2,0,1,0,7,0,1,0.0,Matches
252,Javi Hernández,es ESP,DF,Leganés,27-010,1998,23.5,5,0,0,41,15,4,48,22,15,0,0,0,106,20,21,48.8,Matches
253,Aridane Hernández,es ESP,DF,Rayo Vallecano,36-050,1989,9.4,1,0,0,4,7,0,0,4,9,0,0,1,37,35,14,71.4,Matches
254,Jorge Herrando,es ESP,DF,Osasuna,24-073,2001,15.2,3,0,0,25,2,0,2,12,11,0,1,0,36,29,11,72.5,Matches
255,Ander Herrera,es ESP,MF,Athletic Club,35-271,1989,3.0,2,0,0,6,3,0,1,2,4,0,0,0,14,3,2,60.0,Matches
256,Sergio Herrera,es ESP,GK,Osasuna,31-341,1993,33.0,5,0,0,1,4,0,0,0,1,0,1,0,29,5,1,83.3,Matches
257,Yangel Herrera,ve VEN,MF,Girona,27-118,1998,23.3,10,1,0,65,64,4,40,29,37,1,0,0,99,48,44,52.2,Matches
258,Juan Herzog,es ESP,DF,Las Palmas,21-364,2003,11.7,1,0,0,3,7,0,0,15,11,0,0,0,37,31,19,62.0,Matches
259,Omar El Hilali,ma MAR,DF,Espanyol,21-242,2003,32.1,11,0,0,50,28,4,43,43,76,0,2,0,126,33,27,55.0,Matches
260,Roger Hinojo,es ESP,DF,Espanyol,20-080,2005,0.1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0.0,Matches
261,Dinko Horkaš,hr CRO,GK,Las Palmas,26-063,1999,9.1,1,0,0,1,0,0,0,0,0,0,1,0,10,0,0,,Matches
262,Pablo Ibáñez,es ESP,MF,Osasuna,26-234,1998,11.4,3,0,0,23,22,0,8,14,9,0,0,0,51,17,22,43.6,Matches
263,Stanis Idumbo,be BEL,"FW,MF",Sevilla,19-317,2005,3.2,0,0,0,1,7,0,0,4,5,0,0,0,19,1,0,100.0,Matches
264,Iglesias,es ESP,DF,Getafe,26-313,1998,29.2,4,0,0,41,39,1,79,42,46,0,0,0,98,33,32,50.8,Matches
265,Borja Iglesias,es ESP,FW,Celta Vigo,32-115,1993,20.0,2,0,0,38,29,13,5,6,9,2,0,0,43,12,25,32.4,Matches
266,Kelechi Iheanacho,ng NGA,FW,Sevilla,28-221,1996,4.4,0,0,0,5,1,7,0,0,0,0,0,0,7,2,8,20.0,Matches
267,Isco,es ESP,MF,Betis,33-021,1992,14.6,5,0,0,20,38,4,78,8,9,0,0,0,62,12,19,38.7,Matches
268,Diego Iturralde,es ESP,FW,Sevilla,22-026,2003,0.4,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,100.0,Matches
269,Ivan Jaime Pajuelo,es ESP,MF,Valencia,24-228,2000,2.4,0,0,0,4,7,1,6,2,2,0,0,0,14,4,3,57.1,Matches
270,Karl Jakob Hein,ee EST,GK,Valladolid,23-029,2002,28.0,0,0,0,0,2,0,0,0,0,0,0,0,37,7,0,100.0,Matches
271,Adnan Januzaj,be BEL,"MF,FW",Las Palmas,30-096,1995,5.3,4,0,0,4,13,0,59,0,6,0,0,0,22,2,14,12.5,Matches
272,Mikel Jauregizar,es ESP,MF,Athletic Club,21-181,2003,21.8,4,1,0,40,36,0,26,26,43,1,0,0,129,29,34,46.0,Matches
273,John Joe,ie IRL,"MF,FW",Getafe,21-200,2003,0.5,1,0,0,1,2,0,0,0,0,0,0,0,3,2,2,50.0,Matches
274,Jofre,es ESP,"MF,FW",Espanyol,23-329,2001,22.4,5,0,0,26,58,3,48,15,15,0,0,0,102,3,15,16.7,Matches
275,Frenkie de Jong,nl NED,MF,Barcelona,28-000,1997,10.1,3,0,0,11,16,0,5,5,9,0,1,0,45,7,5,58.3,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
276,Joan Jordán,es ESP,MF,Alavés,30-310,1994,15.1,3,0,0,26,11,1,100,8,17,0,0,0,58,16,13,55.2,Matches
277,Juanmi,es ESP,"FW,MF",Getafe,31-357,1993,7.4,2,0,0,18,10,6,0,2,11,0,0,0,23,6,8,42.9,Matches
278,Juanmi,es ESP,"FW,MF",Betis,31-357,1993,2.7,2,0,0,6,7,1,1,1,4,0,0,0,14,6,1,85.7,Matches
279,Juanpe,es ESP,DF,Girona,34-012,1991,6.8,2,0,0,3,2,0,1,8,5,0,0,0,19,20,9,69.0,Matches
280,Luiz Lúcio Reis Júnior,br BRA,GK,Villarreal,24-118,2001,14.2,2,0,0,0,6,0,0,0,0,0,0,0,17,4,1,80.0,Matches
281,Vinicius Júnior,br BRA,FW,Real Madrid,24-304,2000,23.7,8,1,0,27,67,10,56,3,10,2,0,0,68,1,7,12.5,Matches
282,Stanko Jurić,hr CRO,MF,Valladolid,28-269,1996,19.2,7,1,1,38,9,0,0,24,24,0,0,0,92,50,22,69.4,Matches
283,Willy Kambwala,fr FRA,DF,Villarreal,20-260,2004,10.6,1,1,0,5,0,0,0,8,9,0,0,0,24,14,16,46.7,Matches
284,Abdoulaye Keita,es ESP,"FW,MF",Getafe,22-253,2002,1.1,0,0,0,6,0,0,1,0,2,0,0,0,6,3,3,50.0,Matches
285,Kenedy,br BRA,"MF,FW",Valladolid,29-093,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Matches
286,Kiké,es ESP,FW,Alavés,35-168,1989,25.6,5,1,1,46,54,20,12,1,12,1,0,0,78,100,94,51.5,Matches
287,Koke,es ESP,MF,Atlético Madrid,33-124,1992,18.9,4,0,0,21,13,0,15,18,22,0,0,1,109,8,9,47.1,Matches
288,Jules Koundé,fr FRA,DF,Barcelona,26-181,1998,28.9,4,0,0,22,19,7,63,20,43,0,0,0,107,30,23,56.6,Matches
289,Alex Král,cz CZE,MF,Espanyol,26-358,1998,29.2,1,0,0,28,22,0,36,27,36,0,0,0,124,38,28,57.6,Matches
290,Ladislav Krejčí,cz CZE,DF,Girona,26-022,1999,25.1,9,0,0,23,16,0,11,32,15,1,0,1,93,55,22,71.4,Matches
291,Takefusa Kubo,jp JPN,"MF,FW",Real Sociedad,23-342,2001,23.4,5,0,0,18,66,8,77,13,19,0,0,0,108,11,14,44.0,Matches
292,Marash Kumbulla,al ALB,DF,Espanyol,25-093,2000,30.0,7,0,0,32,29,0,5,31,24,0,0,0,68,59,42,58.4,Matches
293,Luca de la Torre,us USA,MF,Celta Vigo,26-354,1998,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.0,Matches
294,Yoel Lago,es ESP,DF,Celta Vigo,21-048,2004,5.3,1,0,0,15,7,0,0,4,7,0,1,0,18,3,6,33.3,Matches
295,Cyle Larin,ca CAN,FW,Mallorca,30-025,1995,18.3,4,0,0,27,30,22,6,1,5,1,0,0,43,60,81,42.6,Matches
296,Juanmi Latasa,es ESP,FW,Valladolid,24-050,2001,13.0,6,1,0,36,32,6,5,0,2,0,1,0,21,78,53,59.5,Matches
297,Toni Lato,es ESP,DF,Mallorca,27-172,1997,5.2,1,1,0,10,2,1,21,4,10,0,0,0,25,6,6,50.0,Matches
298,Robin Le Normand,es ESP,DF,Atlético Madrid,28-182,1996,21.9,8,0,0,35,22,3,1,9,17,0,1,0,65,52,37,58.4,Matches
299,Florian Lejeune,fr FRA,DF,Rayo Vallecano,33-357,1991,33.9,7,0,0,46,17,0,7,32,26,0,1,0,141,84,55,60.4,Matches
300,Iñigo Lekue,es ESP,DF,Athletic Club,32-008,1993,7.6,1,0,0,5,2,0,12,7,12,0,0,0,33,5,2,71.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
301,Thomas Lemar,fr FRA,MF,Atlético Madrid,29-181,1995,0.9,0,0,0,1,2,0,3,0,1,0,0,0,3,0,1,0.0,Matches
302,Clément Lenglet,fr FRA,DF,Atlético Madrid,29-329,1995,19.9,9,0,0,27,19,2,4,20,14,0,2,0,72,36,37,49.3,Matches
303,Robert Lewandowski,pl POL,FW,Barcelona,36-264,1988,27.1,1,0,0,28,34,16,5,3,4,0,0,0,44,34,39,46.6,Matches
304,Samuel Lino,br BRA,"MF,DF",Atlético Madrid,25-140,1999,15.1,3,0,0,13,27,3,35,7,14,1,0,0,77,11,11,50.0,Matches
305,Javier Llabrés,es ESP,FW,Mallorca,22-243,2002,0.6,0,0,0,0,1,1,4,0,0,0,0,0,3,1,0,100.0,Matches
306,Diego Llorente,es ESP,DF,Betis,31-269,1993,28.0,4,0,0,20,23,0,1,43,20,0,1,1,93,77,45,63.1,Matches
307,Marcos Llorente,es ESP,"DF,MF",Atlético Madrid,30-102,1995,24.9,0,1,0,19,24,3,59,24,48,1,0,0,113,13,14,48.1,Matches
308,Giovani Lo Celso,ar ARG,"MF,FW",Betis,29-033,1996,14.5,4,0,0,13,60,0,90,5,22,0,0,0,67,5,11,31.3,Matches
309,Enzo Loiodice,fr FRA,MF,Las Palmas,24-166,2000,5.6,3,0,0,9,5,1,9,5,4,0,0,0,20,6,4,60.0,Matches
310,David López,es ESP,DF,Mallorca,22-098,2003,0.9,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,0.0,Matches
311,David López,es ESP,DF,Girona,35-215,1989,26.0,4,0,0,9,15,1,3,14,23,0,1,0,90,30,29,50.8,Matches
312,Diego López,es ESP,"MF,FW",Valencia,22-364,2002,28.3,3,0,0,20,31,13,64,13,17,1,1,0,96,14,53,20.9,Matches
313,Fer López,,"FW,MF",Celta Vigo,,,5.9,2,0,0,13,6,0,2,2,3,0,0,0,23,2,7,22.2,Matches
314,Fermin López,es ESP,"MF,FW",Barcelona,22-001,2003,11.5,3,1,0,22,16,5,35,4,14,0,0,0,60,8,17,32.0,Matches
315,Javi López,es ESP,DF,Real Sociedad,23-048,2002,20.5,4,0,0,30,27,1,56,8,23,0,0,0,88,10,19,34.5,Matches
316,Pau López,es ESP,GK,Girona,30-150,1994,0.5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,,Matches
317,Roberto López,es ESP,MF,Leganés,25-018,2000,4.4,0,0,0,1,3,0,24,1,6,0,0,0,28,1,5,16.7,Matches
318,Unai López,es ESP,MF,Rayo Vallecano,29-194,1995,17.4,8,1,0,17,18,1,28,20,19,0,0,0,109,10,17,37.0,Matches
319,Iker Losada,es ESP,"FW,MF",Celta Vigo,23-284,2001,3.8,2,0,0,3,0,0,5,1,3,0,0,0,8,2,6,25.0,Matches
320,Iker Losada,es ESP,"MF,FW",Betis,23-284,2001,3.7,0,0,0,1,2,0,4,3,7,0,0,0,19,3,4,42.9,Matches
321,Pol Lozano,es ESP,MF,Espanyol,25-218,1999,19.8,11,0,0,54,14,0,19,21,33,0,0,0,81,8,15,34.8,Matches
322,José Luis Gayà,es ESP,DF,Valencia,29-352,1995,18.1,6,0,0,26,12,2,80,21,38,0,0,0,80,9,10,47.4,Matches
323,Dodi Lukebakio,be BEL,FW,Sevilla,27-230,1997,32.4,3,1,0,37,51,24,123,7,13,0,0,0,109,16,19,45.7,Matches
324,Daniel Luna,co COL,MF,Mallorca,22-005,2003,0.2,0,0,0,0,1,0,3,0,0,0,0,0,2,0,0,,Matches
325,Andriy Lunin,ua UKR,GK,Real Madrid,26-090,1999,5.0,0,0,0,0,1,0,0,0,0,0,0,0,12,2,0,100.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
326,Darwin Machís,ve VEN,"MF,FW",Valladolid,32-094,1993,7.1,0,0,0,4,14,2,68,5,4,0,0,0,34,6,2,75.0,Matches
327,Pablo Maffeo,es ESP,DF,Mallorca,27-304,1997,25.5,5,0,0,20,36,1,92,25,39,0,0,0,106,20,15,57.1,Matches
328,Jon Magunazelaia,es ESP,MF,Real Sociedad,24-303,2000,0.1,0,0,0,1,1,0,0,0,1,0,0,0,5,3,0,100.0,Matches
329,Giorgi Mamardashvili,ge GEO,GK,Valencia,24-225,2000,31.0,1,0,0,0,6,0,0,1,2,0,0,0,27,4,2,66.7,Matches
330,Reinildo Mandava,mz MOZ,DF,Atlético Madrid,31-111,1994,10.5,4,0,0,19,18,1,8,16,11,0,1,0,52,10,14,41.7,Matches
331,Javier Manquillo,es ESP,DF,Celta Vigo,31-007,1994,5.7,1,0,0,9,1,0,3,7,5,0,0,0,18,5,8,38.5,Matches
332,Marcão,br BRA,DF,Sevilla,28-341,1996,5.1,6,1,1,8,9,0,0,6,6,0,1,0,23,13,5,72.2,Matches
333,Óscar de Marcos,es ESP,DF,Athletic Club,36-028,1989,15.3,0,0,0,13,5,1,49,14,13,0,0,0,83,7,12,36.8,Matches
334,Alberto Marí,es ESP,FW,Valencia,23-305,2001,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
335,José María Giménez,uy URU,DF,Atlético Madrid,30-112,1995,21.2,5,0,0,13,12,0,0,26,15,0,0,1,75,36,34,51.4,Matches
336,Arkaitz Mariezkurrena,es ESP,"MF,FW",Real Sociedad,20-037,2005,1.7,1,0,0,9,1,0,2,1,0,0,0,0,9,4,3,57.1,Matches
337,Pablo Marín,es ESP,MF,Real Sociedad,21-313,2003,11.6,3,0,0,18,14,0,12,4,14,0,0,0,54,14,24,36.8,Matches
338,Mika Mármol,es ESP,DF,Las Palmas,23-315,2001,24.7,4,0,0,29,7,2,51,37,26,0,1,0,71,23,19,54.8,Matches
339,Mario Maroto,es ESP,MF,Valladolid,21-165,2003,0.2,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1,50.0,Matches
340,Unai Marrero,es ESP,GK,Real Sociedad,23-215,2001,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
