Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,Unnamed: 25_level_0
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
130,Kiernan Dewsbury-Hall,eng ENG,"MF,FW",Chelsea,26-247,1998,2.9,0,1,0,0.0,0.35,0.00,0.00,,7.8,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches
131,Amad Diallo,ci CIV,"FW,MF",Manchester Utd,22-304,2002,18.2,7,43,14,32.6,2.36,0.77,0.16,0.50,18.0,0,0,0,4.2,4.2,0.10,+2.8,+2.8,Matches
132,Rúben Dias,pt POR,DF,Manchester City,27-362,1997,23.2,0,21,7,33.3,0.90,0.30,0.00,0.00,19.4,0,0,0,1.5,1.5,0.07,-1.5,-1.5,Matches
133,Luis Díaz,co COL,FW,Liverpool,28-118,1997,24.7,12,65,27,41.5,2.63,1.09,0.18,0.44,13.5,0,0,0,10.0,10.0,0.15,+2.0,+2.0,Matches
134,Tyler Dibling,eng ENG,"FW,MF",Southampton,19-060,2006,20.1,2,28,9,32.1,1.39,0.45,0.07,0.22,19.3,0,0,0,2.5,2.5,0.09,-0.5,-0.5,Matches
135,Lucas Digne,fr FRA,DF,Aston Villa,31-295,1993,26.1,0,13,3,23.1,0.50,0.11,0.00,0.00,22.7,5,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
136,Issa Diop,fr FRA,DF,Fulham,28-122,1997,14.9,0,5,2,40.0,0.34,0.13,0.00,0.00,10.7,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
137,Axel Disasi,fr FRA,DF,Aston Villa,27-061,1998,5.4,0,2,0,0.0,0.37,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
138,Axel Disasi,fr FRA,DF,Chelsea,27-061,1998,4.0,1,2,1,50.0,0.49,0.25,0.50,1.00,12.3,0,0,0,0.3,0.3,0.14,+0.7,+0.7,Matches
139,Roman Dixon,eng ENG,DF,Everton,20-136,2004,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
140,Nasser Djiga,bf BFA,"DF,FW",Wolves,22-177,2002,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
141,Matt Doherty,ie IRL,DF,Wolves,33-115,1992,22.5,2,10,3,30.0,0.45,0.13,0.20,0.67,11.4,0,0,0,1.0,1.0,0.10,+1.0,+1.0,Matches
142,Jeremy Doku,be BEL,"FW,MF",Manchester City,22-349,2002,16.0,3,24,9,37.5,1.50,0.56,0.13,0.33,18.2,0,0,0,1.0,1.0,0.04,+2.0,+2.0,Matches
143,Nicolás Domínguez,ar ARG,"MF,FW",Nott'ham Forest,26-317,1998,19.3,0,18,7,38.9,0.93,0.36,0.00,0.00,19.0,0,0,0,1.4,1.4,0.08,-1.4,-1.4,Matches
144,Patrick Dorgu,dk DEN,DF,Manchester Utd,20-197,2004,7.0,0,9,2,22.2,1.29,0.29,0.00,0.00,16.2,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
145,Alfie Dorrington,eng ENG,DF,Tottenham,20-021,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
146,Abdoulaye Doucouré,ml MLI,MF,Everton,32-130,1993,27.6,3,29,9,31.0,1.05,0.33,0.10,0.33,13.8,0,0,0,3.9,3.9,0.13,-0.9,-0.9,Matches
147,Cheick Doucouré,ml MLI,MF,Crystal Palace,25-123,2000,5.0,0,7,0,0.0,1.39,0.00,0.00,,20.6,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
148,Flynn Downes,eng ENG,MF,Southampton,26-111,1999,21.9,1,10,3,30.0,0.46,0.14,0.10,0.33,18.7,0,0,0,0.6,0.6,0.06,+0.4,+0.4,Matches
149,Tommy Doyle,eng ENG,MF,Wolves,23-206,2001,5.4,0,9,2,22.2,1.66,0.37,0.00,0.00,24.5,1,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
150,Radu Drăgușin,ro ROU,DF,Tottenham,23-097,2002,13.9,0,5,1,20.0,0.36,0.07,0.00,0.00,12.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
151,Martin Dúbravka,sk SVK,GK,Newcastle Utd,36-116,1989,10.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
152,Lewis Dunk,eng ENG,DF,Brighton,33-171,1991,23.1,0,12,3,25.0,0.52,0.13,0.00,0.00,12.1,1,0,0,0.8,0.8,0.07,-0.8,-0.8,Matches
153,Jáder Durán,co COL,FW,Aston Villa,21-149,2003,7.1,7,31,15,48.4,4.37,2.12,0.23,0.47,15.6,0,0,0,4.9,4.9,0.16,+2.1,+2.1,Matches
154,Ederson,br BRA,GK,Manchester City,31-267,1993,23.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
155,George Edmundson,eng ENG,DF,Ipswich Town,27-253,1997,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
156,Odsonne Édouard,fr FRA,"MF,FW",Crystal Palace,27-115,1998,1.3,0,5,1,20.0,3.91,0.78,0.00,0.00,20.9,0,0,0,0.4,0.4,0.08,-0.4,-0.4,Matches
157,Odsonne Édouard,fr FRA,FW,Leicester City,27-115,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
158,Samuel Edozie,eng ENG,"DF,FW",Southampton,22-103,2003,0.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
159,Ronnie Edwards,eng ENG,DF,Southampton,22-044,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
160,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,23-014,2002,24.8,6,40,21,52.5,1.61,0.85,0.15,0.29,17.3,5,0,0,4.2,4.2,0.11,+1.8,+1.8,Matches
161,Harvey Elliott,eng ENG,"MF,FW",Liverpool,22-037,2003,3.0,0,13,2,15.4,4.38,0.67,0.00,0.00,18.0,1,0,0,0.8,0.8,0.06,-0.8,-0.8,Matches
162,Yunus Emre Konak,tr TUR,"FW,MF",Brentford,19-121,2006,0.5,0,1,0,0.0,2.14,0.00,0.00,,21.4,0,0,0,0.2,0.2,0.15,-0.2,-0.2,Matches
163,Julio Enciso,py PAR,"FW,MF",Ipswich Town,21-108,2004,8.9,2,28,10,35.7,3.15,1.13,0.07,0.20,23.2,1,0,0,1.5,1.5,0.05,+0.5,+0.5,Matches
164,Julio Enciso,py PAR,"MF,FW",Brighton,21-108,2004,3.3,0,20,11,55.0,6.12,3.37,0.00,0.00,21.3,1,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
165,Wataru Endo,jp JPN,MF,Liverpool,32-091,1993,2.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
166,Christian Eriksen,dk DEN,MF,Manchester Utd,33-086,1992,11.4,0,11,1,9.1,0.96,0.09,0.00,0.00,24.9,2,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
167,Romain Esse,eng ENG,MF,Crystal Palace,19-363,2005,0.4,1,1,1,100.0,2.65,2.65,1.00,1.00,2.8,0,0,0,0.3,0.3,0.32,+0.7,+0.7,Matches
168,Pervis Estupiñán,ec ECU,DF,Brighton,27-110,1998,25.7,1,23,7,30.4,0.90,0.27,0.04,0.14,24.5,3,0,0,1.1,1.1,0.05,-0.1,-0.1,Matches
169,Evanilson,br BRA,FW,Bournemouth,25-217,1999,23.9,10,68,31,45.6,2.85,1.30,0.15,0.32,13.0,0,0,1,11.7,11.0,0.16,-1.7,-1.0,Matches
170,Jake Evans,,FW,Leicester City,,,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
171,Jonny Evans,nir NIR,DF,Manchester Utd,37-128,1988,3.2,0,1,0,0.0,0.31,0.00,0.00,,8.4,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
172,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,26-316,1998,27.0,5,95,24,25.3,3.52,0.89,0.04,0.17,21.6,16,1,2,9.1,7.5,0.08,-4.1,-3.5,Matches
173,Łukasz Fabiański,pl POL,GK,West Ham,40-023,1985,11.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
174,Wout Faes,be BEL,DF,Leicester City,27-038,1998,28.3,1,11,1,9.1,0.39,0.04,0.09,1.00,10.0,0,0,0,1.4,1.4,0.12,-0.4,-0.4,Matches
175,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,21-064,2004,6.4,0,13,5,38.5,2.02,0.78,0.00,0.00,31.2,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
176,João Félix,pt POR,"FW,MF",Chelsea,25-182,1999,4.1,1,20,5,25.0,4.88,1.22,0.05,0.20,15.9,0,0,0,2.2,2.2,0.11,-1.2,-1.2,Matches
177,Evan Ferguson,ie IRL,FW,West Ham,20-204,2004,1.7,0,5,1,20.0,2.88,0.58,0.00,0.00,17.2,0,0,0,0.6,0.6,0.11,-0.6,-0.6,Matches
178,Evan Ferguson,ie IRL,FW,Brighton,20-204,2004,2.7,1,7,2,28.6,2.56,0.73,0.14,0.50,19.2,1,0,0,0.5,0.5,0.08,+0.5,+0.5,Matches
179,Bruno Fernandes,pt POR,MF,Manchester Utd,30-245,1994,30.6,8,83,25,30.1,2.71,0.82,0.06,0.20,21.9,12,3,3,9.5,7.1,0.09,-1.5,-2.1,Matches
180,Mateus Fernandes,pt POR,MF,Southampton,20-305,2004,30.3,2,40,14,35.0,1.32,0.46,0.05,0.14,18.4,3,0,0,3.8,3.8,0.10,-1.8,-1.8,Matches
181,Enzo Fernández,ar ARG,MF,Chelsea,24-114,2001,29.7,6,51,19,37.3,1.71,0.64,0.12,0.32,18.2,2,0,0,6.0,6.0,0.12,0.0,0.0,Matches
182,Mark Flekken,nl NED,GK,Brentford,31-332,1993,34.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
183,Phil Foden,eng ENG,"MF,FW",Manchester City,24-348,2000,19.6,7,54,16,29.6,2.75,0.81,0.13,0.44,18.6,2,0,0,5.2,5.2,0.10,+1.8,+1.8,Matches
184,Wesley Fofana,fr FRA,DF,Chelsea,24-145,2000,13.0,0,3,0,0.0,0.23,0.00,0.00,,10.6,0,0,0,0.4,0.4,0.13,-0.4,-0.4,Matches
185,Carlos Forbs,pt POR,"MF,FW",Wolves,21-053,2004,2.7,0,2,0,0.0,0.75,0.00,0.00,,19.1,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
186,Fraser Forster,eng ENG,GK,Tottenham,37-055,1988,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
187,Matheus França,br BRA,"FW,MF",Crystal Palace,21-040,2004,0.3,1,3,2,66.7,10.38,6.92,0.33,0.50,12.8,0,0,0,0.1,0.1,0.04,+0.9,+0.9,Matches
188,Ryan Fraser,sct SCO,"FW,DF",Southampton,31-076,1994,3.4,0,1,1,100.0,0.29,0.29,0.00,0.00,31.6,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
189,Tyler Fredricson,eng ENG,DF,Manchester Utd,20-077,2005,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
190,Niclas Füllkrug,de GER,FW,West Ham,32-091,1993,7.4,3,14,5,35.7,1.89,0.67,0.21,0.60,10.2,0,0,0,2.0,2.0,0.14,+1.0,+1.0,Matches
191,Cody Gakpo,nl NED,FW,Liverpool,26-004,1999,19.1,9,51,21,41.2,2.67,1.10,0.18,0.43,15.2,0,0,0,6.5,6.5,0.13,+2.5,+2.5,Matches
192,Idrissa Gana Gueye,sn SEN,MF,Everton,35-227,1989,32.0,0,27,5,18.5,0.84,0.16,0.00,0.00,25.2,0,0,0,1.1,1.1,0.04,-1.1,-1.1,Matches
193,Andrés García,es ESP,"DF,MF",Aston Villa,22-093,2003,3.5,0,2,0,0.0,0.57,0.00,0.00,,26.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
194,Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,20-314,2004,23.8,6,83,29,34.9,3.48,1.22,0.07,0.21,17.2,0,0,0,7.2,7.2,0.09,-1.2,-1.2,Matches
195,James Garner,eng ENG,"MF,DF",Everton,24-059,2001,15.7,0,7,2,28.6,0.45,0.13,0.00,0.00,24.1,1,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
196,Tyrique George,eng ENG,FW,Chelsea,19-096,2006,1.1,1,3,1,33.3,2.62,0.87,0.33,1.00,15.0,0,0,0,0.2,0.2,0.07,+0.8,+0.8,Matches
197,Morgan Gibbs-White,eng ENG,MF,Nott'ham Forest,25-104,2000,28.2,5,53,18,34.0,1.88,0.64,0.09,0.28,17.0,3,0,0,4.7,4.7,0.09,+0.3,+0.3,Matches
198,Billy Gilmour,sct SCO,MF,Brighton,23-334,2001,1.1,0,1,0,0.0,0.92,0.00,0.00,,25.5,1,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
199,Ben Godfrey,eng ENG,DF,Ipswich Town,27-116,1998,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
200,Martial Godo,eng ENG,"FW,DF",Fulham,22-058,2003,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
201,Michael Golding,eng ENG,MF,Leicester City,18-353,2006,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
202,João Gomes,br BRA,MF,Wolves,24-088,2001,31.5,3,33,7,21.2,1.05,0.22,0.09,0.43,18.1,0,0,0,2.7,2.7,0.08,+0.3,+0.3,Matches
203,Rodrigo Gomes,pt POR,"DF,FW",Wolves,21-308,2003,7.8,2,6,3,50.0,0.77,0.38,0.33,0.67,17.3,0,0,0,0.6,0.6,0.09,+1.4,+1.4,Matches
204,Toti Gomes,pt POR,DF,Wolves,26-115,1999,27.0,0,7,2,28.6,0.26,0.07,0.00,0.00,11.6,0,0,0,0.7,0.7,0.10,-0.7,-0.7,Matches
205,Diego Gómez,py PAR,MF,Brighton,22-045,2003,5.0,0,6,0,0.0,1.19,0.00,0.00,,19.4,2,0,0,0.7,0.7,0.12,-0.7,-0.7,Matches
206,Joe Gomez,eng ENG,DF,Liverpool,27-353,1997,5.8,0,3,2,66.7,0.52,0.35,0.00,0.00,11.9,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
207,Nicolás González,es ESP,MF,Manchester City,23-128,2002,7.2,0,7,0,0.0,0.97,0.00,0.00,,19.3,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
208,Anthony Gordon,eng ENG,FW,Newcastle Utd,24-076,2001,24.8,6,56,16,28.6,2.26,0.64,0.09,0.31,16.8,1,1,2,8.0,6.4,0.11,-2.0,-1.4,Matches
209,Ryan Gravenberch,nl NED,MF,Liverpool,22-360,2002,32.5,0,18,5,27.8,0.55,0.15,0.00,0.00,24.7,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
210,Archie Gray,eng ENG,"DF,MF",Tottenham,19-060,2006,16.5,0,1,1,100.0,0.06,0.06,0.00,0.00,24.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
211,Jack Grealish,eng ENG,"FW,MF",Manchester City,29-243,1995,8.0,1,15,5,33.3,1.87,0.62,0.07,0.20,16.3,0,0,0,1.1,1.1,0.08,-0.1,-0.1,Matches
212,Jacob Greaves,eng ENG,DF,Ipswich Town,24-241,2000,22.5,1,9,4,44.4,0.40,0.18,0.11,0.25,9.3,0,0,0,1.3,1.3,0.14,-0.3,-0.3,Matches
213,Brajan Gruda,de GER,"MF,FW",Brighton,20-345,2004,6.0,1,6,3,50.0,1.00,0.50,0.17,0.33,16.7,2,0,0,1.0,1.0,0.16,0.0,0.0,Matches
214,Albert Grønbaek,dk DEN,"FW,MF",Southampton,23-353,2001,1.6,0,2,0,0.0,1.26,0.00,0.00,,22.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
215,Gonçalo Guedes,pt POR,"MF,FW",Wolves,28-163,1996,9.3,2,21,7,33.3,2.25,0.75,0.10,0.29,19.3,0,0,0,2.8,2.8,0.13,-0.8,-0.8,Matches
216,Marc Guéhi,eng ENG,DF,Crystal Palace,24-302,2000,33.0,3,15,7,46.7,0.45,0.21,0.20,0.43,10.7,0,0,0,2.0,2.0,0.13,+1.0,+1.0,Matches
217,Luis Guilherme,br BRA,"MF,FW",West Ham,19-091,2006,1.5,0,3,1,33.3,1.96,0.65,0.00,0.00,14.9,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches
218,Bruno Guimarães,br BRA,MF,Newcastle Utd,27-176,1997,33.4,4,39,10,25.6,1.17,0.30,0.10,0.40,16.3,0,0,0,3.9,3.9,0.10,+0.1,+0.1,Matches
219,Marc Guiu,es ESP,FW,Chelsea,19-127,2006,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
220,İlkay Gündoğan,de GER,MF,Manchester City,34-199,1990,22.8,0,25,5,20.0,1.10,0.22,0.00,0.00,18.3,2,0,0,2.7,2.7,0.11,-2.7,-2.7,Matches
221,Malo Gusto,fr FRA,DF,Chelsea,21-357,2003,20.4,0,22,4,18.2,1.08,0.20,0.00,0.00,21.3,0,0,0,1.7,1.7,0.08,-1.7,-1.7,Matches
222,Joško Gvardiol,hr CRO,DF,Manchester City,23-108,2002,34.4,5,39,11,28.2,1.13,0.32,0.13,0.45,13.1,0,0,0,4.4,4.1,0.11,+0.6,+0.9,Matches
223,Erling Haaland,no NOR,FW,Manchester City,24-294,2000,28.6,21,100,54,54.0,3.50,1.89,0.19,0.35,12.2,1,2,3,20.9,18.5,0.19,+0.1,+0.5,Matches
224,Lewis Hall,eng ENG,DF,Newcastle Utd,20-245,2004,24.3,0,11,1,9.1,0.45,0.04,0.00,0.00,18.8,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
225,Ali Al Hamadi,iq IRQ,FW,Ipswich Town,23-071,2002,1.5,0,4,0,0.0,2.69,0.00,0.00,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
226,Marcus Harness,eng ENG,MF,Ipswich Town,29-076,1996,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
227,Jack Harrison,eng ENG,FW,Everton,28-172,1996,21.8,1,28,7,25.0,1.29,0.32,0.04,0.14,16.4,0,0,0,3.5,3.5,0.12,-2.5,-2.5,Matches
228,Taylor Harwood-Bellis,eng ENG,DF,Southampton,23-101,2002,30.5,1,20,8,40.0,0.66,0.26,0.05,0.13,10.6,0,0,0,1.8,1.8,0.09,-0.8,-0.8,Matches
229,Kai Havertz,de GER,"FW,MF",Arsenal,25-334,1999,20.4,9,52,21,40.4,2.54,1.03,0.17,0.43,11.7,0,0,0,9.4,9.4,0.18,-0.4,-0.4,Matches
230,Ayden Heaven,eng ENG,DF,Manchester Utd,18-231,2006,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
231,Jan Paul van Hecke,nl NED,DF,Brighton,24-337,2000,30.9,1,16,5,31.3,0.52,0.16,0.06,0.20,14.1,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Matches
232,Hwang Hee-chan,kr KOR,"MF,FW",Wolves,29-105,1996,7.2,2,5,3,60.0,0.69,0.41,0.40,0.67,17.4,0,0,0,0.8,0.8,0.16,+1.2,+1.2,Matches
233,Dean Henderson,eng ENG,GK,Crystal Palace,28-060,1997,35.0,0,1,0,0.0,0.03,0.00,0.00,,14.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
234,Rico Henry,eng ENG,DF,Brentford,27-307,1997,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
235,Mads Hermansen,dk DEN,GK,Leicester City,24-304,2000,26.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
236,Son Heung-min,kr KOR,FW,Tottenham,32-307,1992,22.3,7,53,24,45.3,2.38,1.08,0.11,0.25,17.0,1,1,2,7.0,5.4,0.10,0.0,+0.6,Matches
237,James Hill,eng ENG,DF,Bournemouth,23-121,2002,5.0,0,6,0,0.0,1.21,0.00,0.00,,13.9,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches
238,Jack Hinshelwood,eng ENG,"DF,MF",Brighton,20-030,2005,19.4,2,14,6,42.9,0.72,0.31,0.14,0.33,14.3,0,0,0,1.5,1.5,0.10,+0.5,+0.5,Matches
239,George Hirst,sct SCO,FW,Ipswich Town,26-085,1999,5.8,3,12,6,50.0,2.07,1.03,0.25,0.50,11.6,0,0,0,1.9,1.9,0.16,+1.1,+1.1,Matches
240,Mason Holgate,eng ENG,"FW,DF",Everton,28-201,1996,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
241,Callum Hudson-Odoi,eng ENG,"FW,MF",Nott'ham Forest,24-185,2000,23.9,5,37,17,45.9,1.55,0.71,0.14,0.29,18.3,0,0,0,2.5,2.5,0.07,+2.5,+2.5,Matches
242,Will Hughes,eng ENG,MF,Crystal Palace,30-024,1995,21.1,0,20,1,5.0,0.95,0.05,0.00,0.00,22.5,0,0,0,1.0,1.0,0.05,-1.0,-1.0,Matches
243,Dean Huijsen,es ESP,DF,Bournemouth,20-027,2005,25.8,3,18,3,16.7,0.70,0.12,0.17,1.00,11.9,0,0,0,1.9,1.9,0.10,+1.1,+1.1,Matches
244,Omari Hutchinson,eng ENG,"MF,FW",Ipswich Town,21-193,2003,26.7,3,38,17,44.7,1.42,0.64,0.08,0.18,20.9,4,0,0,2.4,2.4,0.06,+0.6,+0.6,Matches
245,Rasmus Højlund,dk DEN,FW,Manchester Utd,22-096,2003,19.4,4,25,10,40.0,1.29,0.52,0.16,0.40,12.8,0,0,0,3.8,3.8,0.15,+0.2,+0.2,Matches
246,Igor,br BRA,DF,Brighton,27-093,1998,10.0,0,1,0,0.0,0.10,0.00,0.00,,14.1,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
247,Danny Ings,eng ENG,"FW,MF",West Ham,32-292,1992,3.2,1,14,5,35.7,4.44,1.58,0.07,0.20,15.5,0,0,0,2.3,2.3,0.16,-1.3,-1.3,Matches
248,Tim Iroegbunam,eng ENG,MF,Everton,21-315,2003,6.4,0,5,0,0.0,0.78,0.00,0.00,,22.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
249,Andy Irving,sct SCO,MF,West Ham,24-363,2000,1.8,0,4,2,50.0,2.17,1.08,0.00,0.00,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
250,Alexander Isak,se SWE,FW,Newcastle Utd,25-232,1999,28.6,23,88,37,42.0,3.07,1.29,0.22,0.51,14.6,3,4,4,19.9,16.8,0.19,+3.1,+2.2,Matches
Rk,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
251,Alex Iwobi,ng NGA,"FW,MF",Fulham,29-008,1996,32.1,9,66,29,43.9,2.06,0.90,0.14,0.31,18.2,0,0,0,4.6,4.6,0.07,+4.4,+4.4,Matches
252,Nicolas Jackson,sn SEN,FW,Chelsea,23-325,2001,24.3,10,76,34,44.7,3.13,1.40,0.13,0.29,12.9,0,0,0,12.3,12.3,0.16,-2.3,-2.3,Matches
253,Reece James,eng ENG,"DF,MF",Chelsea,25-154,1999,9.3,1,8,3,37.5,0.86,0.32,0.13,0.33,23.2,2,0,0,0.3,0.3,0.03,+0.7,+0.7,Matches
254,Vitaly Janelt,de GER,MF,Brentford,27-001,1998,25.0,1,14,4,28.6,0.56,0.16,0.07,0.25,17.7,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
255,Vitezslav Jaros,cz CZE,GK,Liverpool,23-292,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
256,Daniel Jebbison,eng ENG,FW,Bournemouth,21-271,2003,0.9,0,3,1,33.3,3.25,1.08,0.00,0.00,8.7,0,0,0,0.7,0.7,0.22,-0.7,-0.7,Matches
257,Mathias Jensen,dk DEN,MF,Brentford,29-130,1996,9.3,0,6,1,16.7,0.65,0.11,0.00,0.00,23.1,0,0,0,0.2,0.2,0.04,-0.2,-0.2,Matches
258,Gabriel Jesus,br BRA,FW,Arsenal,28-038,1997,6.8,3,20,7,35.0,2.96,1.04,0.15,0.43,11.1,0,0,0,3.0,3.0,0.15,0.0,0.0,Matches
259,Raúl Jiménez,mx MEX,FW,Fulham,34-006,1991,25.7,11,86,28,32.6,3.34,1.09,0.09,0.29,14.3,0,3,3,11.4,9.0,0.11,-0.4,-1.0,Matches
260,Kim Jisoo,kr KOR,DF,Brentford,20-138,2004,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
261,João Pedro,br BRA,"FW,MF",Brighton,23-227,2001,21.6,10,42,15,35.7,1.94,0.69,0.12,0.33,17.2,0,5,5,8.9,5.0,0.12,+1.1,0.0,Matches
262,Joelinton,br BRA,"MF,FW",Newcastle Utd,28-270,1996,26.6,4,45,13,28.9,1.69,0.49,0.09,0.31,14.0,0,0,0,3.9,3.9,0.09,+0.1,+0.1,Matches
263,Ben Johnson,eng ENG,"DF,FW",Ipswich Town,25-107,2000,15.0,1,7,3,42.9,0.47,0.20,0.14,0.33,12.6,0,0,0,1.1,1.1,0.15,-0.1,-0.1,Matches
264,Brennan Johnson,wls WAL,FW,Tottenham,23-353,2001,23.1,11,53,20,37.7,2.29,0.86,0.21,0.55,11.4,0,0,0,9.8,9.8,0.19,+1.2,+1.2,Matches
265,Sam Johnstone,eng ENG,GK,Wolves,32-047,1993,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
